Ref,Val,Package,PosX,PosY,Rot,Side
"MX75","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",321.468750,-104.775000,180.000000,bottom
"MX76","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",419.100000,-104.775000,180.000000,bottom
"MX77","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",438.150000,-104.775000,180.000000,bottom
"MX78","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",457.200000,-104.775000,180.000000,bottom
"MX79","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",38.100000,-121.920000,180.000000,bottom
"MX80","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",78.581250,-123.825000,180.000000,bottom
"MX81","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",109.537500,-123.825000,180.000000,bottom
"MX82","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",128.587500,-123.825000,180.000000,bottom
"MX83","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",147.637500,-123.825000,180.000000,bottom
"MX84","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",166.687500,-123.825000,180.000000,bottom
"MX85","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",185.737500,-123.825000,180.000000,bottom
"MX86","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",204.787500,-123.825000,180.000000,bottom
"MX87","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",223.837500,-123.825000,180.000000,bottom
"MX88","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",242.887500,-123.825000,180.000000,bottom
"MX89","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",261.937500,-123.825000,180.000000,bottom
"MX90","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",280.987500,-123.825000,180.000000,bottom
"MX91","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",316.706250,-123.825000,180.000000,bottom
"MX92","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",376.237500,-123.825000,180.000000,bottom
"MX93","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",419.100000,-123.825000,180.000000,bottom
"MX94","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",438.150000,-123.825000,180.000000,bottom
"MX95","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",457.200000,-123.825000,180.000000,bottom
"MX96","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",476.250000,-133.350000,180.000000,bottom
"MX97","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",38.100000,-142.875000,180.000000,bottom
"MX98","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",69.056250,-142.875000,180.000000,bottom
"MX99","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",92.868750,-142.875000,180.000000,bottom
"MX100","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",116.681250,-142.875000,180.000000,bottom
"MX101","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",188.118750,-142.875000,180.000000,bottom
"MX102","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",259.556250,-142.875000,180.000000,bottom
"MX103","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",283.368750,-142.875000,180.000000,bottom
"MX104","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",307.181250,-142.875000,180.000000,bottom
"MX105","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",330.993750,-142.875000,180.000000,bottom
"MX106","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",357.187500,-142.875000,180.000000,bottom
"MX107","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",376.237500,-142.875000,180.000000,bottom
"MX108","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",395.287500,-142.875000,180.000000,bottom
"MX109","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",428.625000,-142.875000,180.000000,bottom
"MX110","MX_SW_HS","SW_MX_HS_CPG151101S11_1u",457.200000,-142.875000,180.000000,bottom
"R1","5.1k","R_0402_1005Metric",360.743750,-102.750000,-90.000000,bottom
"R2","5.1k","R_0402_1005Metric",358.243750,-102.750000,90.000000,bottom
"R3","5.1k","R_0402_1005Metric",387.243750,-104.500000,-90.000000,bottom
"R4","5.1k","R_0402_1005Metric",387.243750,-107.000000,-90.000000,bottom
"RST1","SW_SPST","SW_SPST_TL3342",394.243750,-108.750000,180.000000,bottom
"U1","STM32F072CBT6","LQFP-48_7x7mm_P0.5mm",377.243750,-105.750000,180.000000,bottom
"U2","PRTR5V0U2X","SOT-143",359.493750,-105.750000,90.000000,bottom
"U3","XC6206PxxxMR-Regulator_Linear","SOT-23",366.993750,-101.500000,-90.000000,bottom
